,ID,answ,c_count,c_gend,c_len,c_pow,dif_cand_disc,dif_disc_both,dif_minus5,dif_plus5,dist,dist_in_char,is_punct,same_count,same_gend,t_count,t_gend,target
12,1.0,0.0,s,f,6.0,N,0.7423928402441254,0.7145651608270314,0.5782476883322801,0.526690544294088,13.0,74.0,1.0,0.0,0.0,p,-,они
13,1.0,0.0,s,m,5.0,N,0.7782100650872867,0.6020378205168344,0.41433116758753863,0.5663478465878157,14.0,79.0,1.0,0.0,0.0,p,-,они
14,1.0,0.0,-,-,2.0,Q,0.0,0.6020378205168344,0.41433116758753863,0.5118223650984045,15.0,81.0,1.0,0.0,0.0,p,-,они
15,1.0,0.0,-,-,1.0,C,0.0,0.6020378205168344,0.41433116758753863,0.5118223650984045,16.0,82.0,1.0,0.0,0.0,p,-,они
16,1.0,0.0,-,-,8.0,V,0.0,0.6424856407048711,0.41585673372745013,0.5222055763779341,17.0,91.0,1.0,0.0,0.0,p,-,они
17,1.0,0.0,-,-,6.0,R,0.5445229789511613,0.5769325760276092,0.3500704848057579,0.5222055763779341,18.0,97.0,1.0,0.0,0.0,p,-,они
18,1.0,0.0,-,-,4.0,V,0.0,0.5769325760276092,0.27136674116094395,0.3218488571770889,19.0,101.0,1.0,0.0,0.0,p,-,они
19,1.0,0.0,-,-,6.0,P,0.0,0.6611395660707211,0.27136674116094395,0.11902396517049332,20.0,107.0,1.0,0.0,0.0,p,-,они
20,1.0,0.0,s,f,7.0,P,0.0,0.7053909301771945,0.3924049444018206,0.11902396517049332,21.0,114.0,1.0,0.0,0.0,p,-,они
21,1.0,0.0,s,f,8.0,N,0.45249661033265437,0.6914336465958306,0.32651425016826535,0.11902396517049332,22.0,123.0,1.0,0.0,0.0,p,-,они
22,1.0,0.0,s,f,6.0,A,0.2103669734953064,0.7161874327214126,0.30969170246085265,0.16603551750665335,23.0,129.0,1.0,0.0,0.0,p,-,они
23,1.0,0.0,s,f,12.0,A,-0.13943458090390476,0.7648311763389557,0.4106134564297657,0.2994270202476924,24.0,141.0,1.0,0.0,0.0,p,-,они
24,1.0,0.0,-,-,1.0,S,0.0,0.7570346511178723,0.4106134564297657,0.2580233663919924,25.0,142.0,1.0,0.0,0.0,p,-,они
25,2.0,0.0,p,m,6.0,A,0.0,1.0000000000000002,1.0000000000000009,0.7847809501973847,1.0,6.0,0.0,1.0,0.0,p,-,они
26,2.0,0.0,-,-,2.0,C,0.0,1.0000000000000002,1.0000000000000009,0.7847809501973847,2.0,8.0,0.0,0.0,0.0,p,-,они
27,2.0,1.0,p,m,4.0,N,0.5660303368019284,0.9621143994036946,0.7910181163107772,0.7847809501973847,3.0,13.0,1.0,1.0,0.0,p,-,они
28,2.0,0.0,-,-,5.0,V,0.5537087495512878,0.9034572068123583,0.0,-0.09293668931030764,4.0,18.0,1.0,0.0,0.0,p,-,они
29,2.0,0.0,-,-,3.0,P,0.0,0.847479240334144,0.0,-0.13481303352393892,5.0,21.0,1.0,0.0,0.0,p,-,они
30,2.0,0.0,-,-,4.0,C,0.0,0.7911812573282075,0.0,-0.13481303352393892,6.0,25.0,1.0,0.0,0.0,p,-,они
31,2.0,0.0,s,-,4.0,P,0.0,0.7911812573282075,-0.0016521100526253208,-0.13481303352393892,7.0,30.0,1.0,0.0,0.0,p,-,они
32,2.0,0.0,-,-,14.0,V,0.0,0.7911812573282075,-0.0016521100526253208,-0.13481303352393892,8.0,44.0,1.0,0.0,0.0,p,-,они
33,2.0,0.0,-,-,6.0,R,0.0,0.7911812573282075,0.2963933044476467,-0.12034240923242101,9.0,50.0,1.0,0.0,0.0,p,-,они
34,2.0,0.0,-,-,3.0,R,0.0,0.7370292239392325,0.3198569387829983,0.0,10.0,53.0,1.0,0.0,0.0,p,-,они
35,2.0,0.0,s,n,3.0,P,0.0,0.7199644743947012,0.3198569387829983,0.0,11.0,56.0,1.0,0.0,0.0,p,-,они
36,2.0,0.0,s,n,6.0,A,0.41812483404363154,0.6410652381346647,0.40366805717061066,0.0,12.0,63.0,1.0,0.0,0.0,p,-,они
37,2.0,0.0,-,-,1.0,S,0.0,0.6410652381346647,0.3932305963420984,-0.22986374441879848,13.0,64.0,1.0,0.0,0.0,p,-,они
38,2.0,0.0,s,f,7.0,N,0.684193134940946,0.471583458618937,0.25385297038415733,-0.22986374441879848,14.0,71.0,1.0,0.0,0.0,p,-,они
39,2.0,0.0,s,f,7.0,A,0.5907705329256303,0.26779356172356794,0.1453212419893638,-0.22595765408756968,15.0,78.0,1.0,0.0,0.0,p,-,они
40,2.0,0.0,-,-,2.0,Q,0.0,0.3677427635047854,0.1453212419893638,-0.1973177221810951,16.0,80.0,1.0,0.0,0.0,p,-,они
41,2.0,0.0,s,f,5.0,P,0.0,0.3677427635047854,0.1453212419893638,-0.1973177221810951,17.0,86.0,1.0,0.0,0.0,p,-,они
42,2.0,0.0,-,-,6.0,V,0.24006447104092374,0.29977520396132373,0.1326124955752985,-0.11313703808067516,18.0,92.0,1.0,0.0,0.0,p,-,они
43,2.0,0.0,s,m,5.0,N,0.4222288173684084,0.16318535069645423,0.0,-0.21227937368536773,19.0,97.0,1.0,0.0,0.0,p,-,они
44,2.0,0.0,-,-,2.0,S,0.0,0.16318535069645423,0.006064480023084753,-0.2794816749011526,20.0,99.0,1.0,0.0,0.0,p,-,они
45,2.0,0.0,-,-,3.0,C,0.0,0.2997752090405854,-0.006490651686723366,-0.2946573324344208,21.0,102.0,1.0,0.0,0.0,p,-,они
46,2.0,0.0,-,-,8.0,V,0.0,0.3207390778494656,-0.006490651686723366,-0.2946573324344208,22.0,111.0,1.0,0.0,0.0,p,-,они
47,2.0,0.0,-,-,7.0,V,0.0,0.32303653338108734,-0.006490651686723366,-0.2946573324344208,23.0,118.0,1.0,0.0,0.0,p,-,они
48,2.0,0.0,s,-,3.0,P,0.0,0.32303653338108734,-0.006490651686723366,-0.18124755548655166,24.0,121.0,1.0,0.0,0.0,p,-,они
49,2.0,0.0,p,n,10.0,N,-0.10031101771103443,0.47801089281898035,0.03519196506809953,0.0,25.0,131.0,1.0,1.0,0.0,p,-,они
50,3.0,0.0,-,-,3.0,C,0.0,0.9326666940182449,0.6998515825609608,0.6893309878076054,1.0,3.0,0.0,0.0,0.0,s,m,он
51,3.0,0.0,-,-,4.0,R,0.5761695965593103,0.8570960574270436,0.33306007837755525,0.6893309878076054,2.0,7.0,0.0,0.0,0.0,s,m,он
52,3.0,0.0,-,-,2.0,C,0.0,0.829099674148422,0.30763923603532617,0.8501326107053594,3.0,9.0,0.0,0.0,0.0,s,m,он
53,3.0,0.0,s,f,4.0,N,0.19401415319769227,0.801032120796676,0.06221002714214394,0.5268282038703055,4.0,14.0,1.0,1.0,0.0,s,m,он
54,3.0,0.0,s,f,4.0,P,0.0,0.7706318510042551,0.06221002714214394,0.42551807013963683,5.0,18.0,1.0,1.0,0.0,s,m,он
55,3.0,0.0,-,-,10.0,V,0.35263665023137447,0.6963415502774397,0.07585793774062495,0.45351244515472006,6.0,28.0,1.0,0.0,0.0,s,m,он
56,3.0,0.0,-,-,10.0,R,0.0,0.6797833469278547,0.07585793774062495,0.4127240946837814,7.0,38.0,1.0,0.0,0.0,s,m,он
57,3.0,1.0,s,m,7.0,N,0.3374071918435906,0.6422777125048504,-0.005714397500371376,0.021690436897913307,8.0,45.0,1.0,1.0,1.0,s,m,он
58,3.0,0.0,-,-,4.0,C,0.0,0.6304554606476755,-0.010399006124423234,0.14169086808358494,9.0,49.0,1.0,0.0,0.0,s,m,он
59,3.0,0.0,-,-,7.0,R,0.0,0.6453325815185519,-0.010399006124423234,0.2208945401572306,10.0,57.0,1.0,0.0,0.0,s,m,он
60,3.0,0.0,s,f,4.0,N,0.43327671928657646,0.5956431154252949,-0.013152156606300335,0.2208945401572306,11.0,62.0,1.0,1.0,0.0,s,m,он
61,3.0,0.0,-,-,2.0,S,0.0,0.5956431154252949,-0.013152156606300335,0.25850966281774057,12.0,64.0,1.0,0.0,0.0,s,m,он
62,3.0,0.0,-,-,8.0,R,0.3869147445632619,0.5428814217009652,-0.025878474675756803,0.25850966281774057,13.0,72.0,1.0,0.0,0.0,s,m,он
63,3.0,0.0,s,m,6.0,N,0.519145252824484,0.46231612529893923,-0.02941602808804508,0.16895405202196834,14.0,79.0,1.0,1.0,1.0,s,m,он
64,3.0,0.0,s,m,12.0,A,0.0,0.46231612529893923,-0.02941602808804508,0.1968539017342076,15.0,91.0,1.0,1.0,1.0,s,m,он
65,3.0,0.0,-,-,2.0,S,0.0,0.46231612529893923,0.056999492861882314,0.1968539017342076,16.0,93.0,1.0,0.0,0.0,s,m,он
66,3.0,0.0,-,-,10.0,V,0.0,0.46202345099977227,0.20346451629293527,0.19676147905204835,17.0,103.0,1.0,0.0,0.0,s,m,он
67,3.0,0.0,s,f,4.0,N,0.5087789560699656,0.3959529633192658,0.2532509658579837,0.19676147905204835,18.0,107.0,1.0,1.0,0.0,s,m,он
68,3.0,0.0,-,-,4.0,Q,0.0,0.47429116963735435,0.2532509658579837,0.20693118313967068,19.0,111.0,1.0,0.0,0.0,s,m,он
69,3.0,0.0,-,-,1.0,C,0.0,0.47429116963735435,0.23553709103808435,0.1927087618729871,20.0,112.0,1.0,0.0,0.0,s,m,он
70,3.0,0.0,s,m,3.0,N,0.27384896384477797,0.47609125482823783,0.20630977501327785,0.1927087618729871,21.0,115.0,1.0,1.0,1.0,s,m,он
71,3.0,0.0,s,n,5.0,N,0.18810762264461045,0.47117115107241236,0.10539273972400226,0.22129566401938094,22.0,120.0,1.0,1.0,0.0,s,m,он
72,3.0,0.0,s,n,6.0,A,-0.0343508434119426,0.5104452970972917,0.14230142759445014,0.23578784121640886,23.0,126.0,1.0,1.0,0.0,s,m,он
73,3.0,0.0,-,-,1.0,S,0.0,0.5104452970972917,0.19220549530965594,0.21725310550242213,24.0,127.0,1.0,0.0,0.0,s,m,он
74,3.0,0.0,p,m,6.0,N,0.32896327743475695,0.46796273979852027,0.1957002475080722,0.21725310550242213,25.0,133.0,1.0,0.0,1.0,s,m,он
75,4.0,0.0,s,m,2.0,P,0.0,0.9254942810374494,0.7245445018550081,0.5657992359160853,1.0,2.0,0.0,1.0,0.0,s,f,она
76,4.0,0.0,-,-,6.0,R,0.32629186933717436,0.8845616853246436,0.5347699014841322,-0.056654836355713646,2.0,8.0,0.0,0.0,0.0,s,f,она
77,4.0,0.0,-,-,3.0,C,0.0,0.825605616156692,0.4459975681651699,0.18873005597021963,3.0,11.0,0.0,0.0,0.0,s,f,она
78,4.0,0.0,-,-,4.0,R,0.5173435313860753,0.7555939387981613,0.019103276705016825,0.18873005597021963,4.0,15.0,0.0,0.0,0.0,s,f,она
79,4.0,0.0,-,-,2.0,C,0.0,0.7483860107657765,0.05855170724194625,0.5771994865253529,5.0,17.0,0.0,0.0,0.0,s,f,она
80,4.0,1.0,s,f,4.0,N,0.25432553370444777,0.7016598154864506,0.07858345061625892,0.6612299862309976,6.0,22.0,1.0,1.0,1.0,s,f,она
81,4.0,0.0,s,f,4.0,P,0.0,0.6555195483218205,0.07858345061625892,0.503389086576727,7.0,26.0,1.0,1.0,1.0,s,f,она
82,4.0,0.0,-,-,10.0,V,0.38678903865533654,0.5746349944011369,0.11316124677067221,0.505339106911353,8.0,36.0,1.0,0.0,0.0,s,f,она
83,4.0,0.0,-,-,10.0,R,0.0,0.5663198297945912,0.11316124677067221,0.37680933427185065,9.0,46.0,1.0,0.0,0.0,s,f,она
84,4.0,0.0,s,m,7.0,N,0.37490981681498614,0.5140931665304984,0.15600565961609447,-0.11670927173455382,10.0,53.0,1.0,1.0,0.0,s,f,она
85,4.0,0.0,-,-,4.0,C,0.0,0.5125947497031121,0.14454229064825913,-0.03644107394984997,11.0,57.0,1.0,0.0,0.0,s,f,она
86,4.0,0.0,-,-,7.0,R,0.0,0.5250505173419984,0.14454229064825913,0.037598389012594303,12.0,65.0,1.0,0.0,0.0,s,f,она
87,4.0,0.0,s,f,4.0,N,0.3830352333726236,0.4778920935583325,0.15154980696051543,0.037598389012594303,13.0,70.0,1.0,1.0,1.0,s,f,она
88,4.0,0.0,-,-,2.0,S,0.0,0.4778920935583325,0.15154980696051543,0.2673617892048167,14.0,72.0,1.0,0.0,0.0,s,f,она
89,4.0,0.0,-,-,8.0,R,0.40331090141697945,0.4137301323110921,0.0947283008627071,0.2673617892048167,15.0,80.0,1.0,0.0,0.0,s,f,она
90,4.0,0.0,s,m,6.0,N,0.46574312683421276,0.33640628191342203,0.09890303470516003,0.25398851923286436,16.0,87.0,1.0,1.0,0.0,s,f,она
91,4.0,0.0,s,m,12.0,A,0.0,0.33640628191342203,0.09890303470516003,0.3047197359695163,17.0,99.0,1.0,1.0,0.0,s,f,она
92,4.0,0.0,-,-,2.0,S,0.0,0.33640628191342203,0.14977719796808522,0.3047197359695163,18.0,101.0,1.0,0.0,0.0,s,f,она
93,4.0,0.0,-,-,10.0,V,0.0,0.34443607435812196,0.2248592086514442,0.24231454963393576,19.0,111.0,1.0,0.0,0.0,s,f,она
94,4.0,0.0,s,f,4.0,N,0.2575836811236376,0.32379100381755527,0.22070792750110688,0.24231454963393576,20.0,115.0,1.0,1.0,1.0,s,f,она
95,4.0,0.0,-,-,4.0,Q,0.0,0.39428513091970296,0.22070792750110688,0.4926919167637917,21.0,119.0,1.0,0.0,0.0,s,f,она
96,4.0,0.0,-,-,1.0,C,0.0,0.39428513091970296,0.24907888523404173,0.5666793464828799,22.0,120.0,1.0,0.0,0.0,s,f,она
97,4.0,0.0,s,m,3.0,N,0.12795048759006544,0.4286180659776429,0.22868894716029906,0.5666793464828799,23.0,123.0,1.0,1.0,0.0,s,f,она
98,4.0,0.0,s,n,5.0,N,0.1622156302347842,0.4278621849517948,0.13895517464547513,0.6497893868337354,24.0,128.0,1.0,1.0,0.0,s,f,она
99,4.0,0.0,s,n,6.0,A,0.03630834969679096,0.4316875560521388,0.172551928029042,0.5758768106547698,25.0,134.0,1.0,1.0,0.0,s,f,она
100,5.0,0.0,-,-,8.0,V,0.2996742446254707,0.9378625309641921,0.7755371808546768,1.0000000000000004,1.0,8.0,0.0,0.0,0.0,p,-,они
101,5.0,0.0,s,m,6.0,N,0.2750215978316588,0.8674151016329068,0.6179885935076695,0.4470220705384876,2.0,14.0,0.0,0.0,0.0,p,-,они
102,5.0,0.0,s,f,8.0,N,0.3913115758848659,0.8199150106392112,0.40124206612499164,0.09504754066930826,3.0,23.0,1.0,0.0,0.0,p,-,они
103,5.0,0.0,s,f,9.0,A,0.40143893315149864,0.7990240735316347,0.1435597644929743,0.1141575016424308,4.0,32.0,1.0,0.0,0.0,p,-,они
104,5.0,1.0,p,m,5.0,N,0.4086606197959365,0.7681163646510909,0.21141930380814006,0.10975468159726146,5.0,37.0,1.0,1.0,0.0,p,-,они
105,5.0,0.0,-,-,10.0,V,0.0,0.7607974634011783,0.21141930380814006,0.1172473377961432,6.0,47.0,1.0,0.0,0.0,p,-,они
106,5.0,0.0,-,-,4.0,V,0.0,0.729429961155774,0.21141930380814006,0.10380601302750093,7.0,51.0,1.0,0.0,0.0,p,-,они
107,5.0,0.0,s,f,8.0,N,0.3463547809022868,0.7007777785620363,0.1962701689702332,0.07038244912394451,8.0,59.0,1.0,0.0,0.0,p,-,они
108,5.0,0.0,-,-,2.0,S,0.0,0.6839195558838489,0.18045765291821877,0.005514513819833967,9.0,61.0,1.0,0.0,0.0,p,-,они
109,5.0,0.0,p,n,12.0,N,0.4857424435373363,0.6027690662146485,0.09322393099646457,-0.010294039451885935,10.0,74.0,1.0,1.0,0.0,p,-,они
110,5.0,0.0,s,-,4.0,P,0.0,0.6027690662146485,0.09322393099646457,0.10387243803574325,11.0,78.0,1.0,0.0,0.0,p,-,они
111,5.0,0.0,-,-,3.0,S,0.0,0.598349854366677,0.09322393099646457,0.10387243803574325,12.0,81.0,1.0,0.0,0.0,p,-,они
112,5.0,0.0,p,m,11.0,A,0.4000462849103325,0.5449588260469709,0.12509500679027524,0.10387243803574325,13.0,92.0,1.0,1.0,0.0,p,-,они
113,5.0,0.0,-,-,10.0,R,0.4321045765502547,0.4539022769090586,0.07513744677511212,0.3180787437100517,14.0,102.0,1.0,0.0,0.0,p,-,они
114,5.0,0.0,s,n,2.0,P,0.0,0.4539022769090586,0.07513744677511212,0.40133734244999353,15.0,104.0,1.0,0.0,0.0,p,-,они
115,5.0,0.0,p,-,6.0,P,0.0,0.5165637623247359,0.1295705520217756,0.3473756542248069,16.0,111.0,1.0,1.0,0.0,p,-,они
116,5.0,0.0,-,-,3.0,P,0.0,0.4988043023803821,0.16347211074767473,0.3473756542248069,17.0,114.0,1.0,0.0,0.0,p,-,они
117,5.0,0.0,-,-,10.0,V,0.23246919486593554,0.4090448206902769,0.28660945874420046,0.3473756542248069,18.0,124.0,1.0,0.0,0.0,p,-,они
118,5.0,0.0,-,-,5.0,V,0.0,0.4090448206902769,0.28660945874420046,0.3014552844871117,19.0,129.0,1.0,0.0,0.0,p,-,они
119,5.0,0.0,-,-,1.0,C,0.0,0.4090448206902769,0.28660945874420046,0.030719012701199686,20.0,130.0,1.0,0.0,0.0,p,-,они
120,5.0,0.0,s,f,8.0,N,0.3463547809022868,0.3370214687992328,0.3082509291431423,0.030719012701199686,21.0,138.0,1.0,0.0,0.0,p,-,они
121,5.0,0.0,s,f,6.0,A,0.10931022958938366,0.3506134596773936,0.3006450726753426,-0.028483119773035376,22.0,144.0,1.0,0.0,0.0,p,-,они
122,5.0,0.0,s,f,9.0,A,0.2731131926625371,0.2898325242688905,0.1639774798185789,-0.09559027875855201,23.0,153.0,1.0,0.0,0.0,p,-,они
123,5.0,0.0,-,-,2.0,S,0.0,0.3135594074503337,0.15262007719690954,-0.12010290310191123,24.0,155.0,1.0,0.0,0.0,p,-,они
124,5.0,0.0,-,-,5.0,V,0.0,0.3135594074503337,0.15262007719690954,-0.12010290310191123,25.0,160.0,1.0,0.0,0.0,p,-,они
125,6.0,0.0,p,f,7.0,N,0.23975685506781388,0.9704188130987826,0.4470220705384876,0.9037766792084869,1.0,7.0,0.0,1.0,0.0,p,-,они
126,6.0,0.0,-,-,5.0,V,0.4954726690878763,0.9528973764415876,0.09504754066930826,0.6054845682682609,2.0,12.0,0.0,0.0,0.0,p,-,они
127,6.0,0.0,-,-,1.0,C,0.0,0.9206036385639456,0.1141575010950715,0.3967969676756372,3.0,13.0,0.0,0.0,0.0,p,-,они
128,6.0,1.0,p,-,3.0,P,0.0,0.9206036385639456,0.10975467871663974,0.07045643637981014,4.0,16.0,0.0,1.0,0.0,p,-,они
129,6.0,0.0,-,-,1.0,S,0.0,0.9206036385639456,0.11724733722992337,0.07045643637981014,5.0,17.0,0.0,0.0,0.0,p,-,они
130,6.0,0.0,-,-,8.0,V,0.2614634150115452,0.8585943130783665,0.10380600805091769,0.07045643637981014,6.0,25.0,0.0,0.0,0.0,p,-,они
131,6.0,0.0,s,m,6.0,N,0.25415146252271503,0.7763395505191562,0.07038245053593607,0.3226890861722663,7.0,31.0,0.0,0.0,0.0,p,-,они
132,6.0,0.0,s,f,8.0,N,0.4120452283954006,0.7137468699192753,0.005514514677672382,0.30557097704128977,8.0,40.0,1.0,0.0,0.0,p,-,они
133,6.0,0.0,s,f,9.0,A,0.31690868393084004,0.7041326439645741,-0.010294039451885935,0.2071476422293713,9.0,49.0,1.0,0.0,0.0,p,-,они
134,6.0,0.0,p,m,5.0,N,0.42266035176894773,0.6586011369580558,0.10387243803574325,0.0891488819094939,10.0,54.0,1.0,1.0,0.0,p,-,они
135,6.0,0.0,-,-,10.0,V,0.0,0.6742322568015866,0.10387243803574325,0.15694323976055266,11.0,64.0,1.0,0.0,0.0,p,-,они
136,6.0,0.0,-,-,4.0,V,0.0,0.6499699227673975,0.10387243803574325,-0.027820272773013834,12.0,68.0,1.0,0.0,0.0,p,-,они
137,6.0,0.0,s,f,8.0,N,0.28537997825336076,0.6470326907008446,0.3180787437100517,-0.030476528178983407,13.0,76.0,1.0,0.0,0.0,p,-,они
138,6.0,0.0,-,-,2.0,S,0.0,0.6345800819872859,0.40133734539882415,0.03204255057812064,14.0,78.0,1.0,0.0,0.0,p,-,они
139,6.0,0.0,p,n,12.0,N,0.4824921799894154,0.5512480065555078,0.3473756542248069,0.14434496714627423,15.0,91.0,1.0,1.0,0.0,p,-,они
140,6.0,0.0,s,-,4.0,P,0.0,0.5512480065555078,0.3473756542248069,0.018309487306714792,16.0,95.0,1.0,0.0,0.0,p,-,они
141,6.0,0.0,-,-,3.0,S,0.0,0.5741041375396241,0.3473756542248069,0.018309487306714792,17.0,98.0,1.0,0.0,0.0,p,-,они
142,6.0,0.0,p,m,11.0,A,0.4428499692160683,0.5075815919999209,0.3014552844871117,0.018309487306714792,18.0,109.0,1.0,1.0,0.0,p,-,они
143,6.0,0.0,-,-,10.0,R,0.5288402325266788,0.38843406840715927,0.030719012701199686,0.005818478150818356,19.0,119.0,1.0,0.0,0.0,p,-,они
144,6.0,0.0,s,n,2.0,P,0.0,0.38843406840715927,0.030719012701199686,-0.005681900726864444,20.0,121.0,1.0,0.0,0.0,p,-,они
145,6.0,0.0,p,-,6.0,P,0.0,0.4470484490593744,-0.028483119773035376,0.0007971505428925711,21.0,128.0,1.0,1.0,0.0,p,-,они
146,6.0,0.0,-,-,3.0,P,0.0,0.40623771799689223,-0.09559027742403413,0.0007971505428925711,22.0,131.0,1.0,0.0,0.0,p,-,они
147,6.0,0.0,-,-,10.0,V,-0.02557612932189657,0.36239384415236536,-0.1201029021343974,0.0007971505428925711,23.0,141.0,1.0,0.0,0.0,p,-,они
148,6.0,0.0,-,-,5.0,V,0.0,0.36239384415236536,-0.1201029021343974,0.012671986107882921,24.0,146.0,1.0,0.0,0.0,p,-,они
149,6.0,0.0,-,-,1.0,C,0.0,0.36239384415236536,-0.1201029021343974,0.03661854760151406,25.0,147.0,1.0,0.0,0.0,p,-,они
150,7.0,0.0,-,-,2.0,C,0.0,0.9736329652274168,1.0000000000000004,0.7954981415107467,1.0,2.0,0.0,0.0,0.0,p,-,они
151,7.0,1.0,p,m,5.0,N,0.44217034380435916,0.9071034752220122,0.5939545743567202,0.0,2.0,8.0,1.0,1.0,0.0,p,-,они
152,7.0,0.0,-,-,2.0,S,0.0,0.9005523194676269,0.4443310783966705,0.13999251292642761,3.0,10.0,1.0,0.0,0.0,p,-,они
153,7.0,0.0,-,-,6.0,V,0.40195632342536447,0.848828363079579,0.031052127329413974,0.13999251292642761,4.0,16.0,1.0,0.0,0.0,p,-,они
154,7.0,0.0,-,-,5.0,R,0.0,0.8851847241611355,0.04428913611532061,0.13755863581785582,5.0,21.0,1.0,0.0,0.0,p,-,они
155,7.0,0.0,-,-,1.0,C,0.0,0.8851847241611355,0.16625466706533848,0.13755863581785582,6.0,22.0,1.0,0.0,0.0,p,-,они
156,7.0,0.0,s,n,5.0,N,0.3050158052950058,0.8550625115352571,0.2196201368711419,0.13755863581785582,7.0,27.0,1.0,0.0,0.0,p,-,они
157,7.0,0.0,s,n,5.0,A,0.2638220650099225,0.808552746666785,0.2087521034391648,0.08726122896459185,8.0,32.0,1.0,0.0,0.0,p,-,они
158,7.0,0.0,-,-,2.0,S,0.0,0.808552746666785,0.2087521034391648,0.09608076867144312,9.0,34.0,1.0,0.0,0.0,p,-,они
159,7.0,0.0,-,-,9.0,V,0.28771389751072074,0.7379013646278942,0.22632338333047164,0.07582735986811392,10.0,43.0,1.0,0.0,0.0,p,-,они
160,7.0,0.0,-,-,6.0,V,0.43596538971571586,0.6774108604387977,0.08826555522667912,0.07658855597153852,11.0,50.0,1.0,0.0,0.0,p,-,они
161,7.0,0.0,-,-,9.0,R,0.5516647245202186,0.6010754714796002,0.16290371557264216,0.08655892474572252,12.0,59.0,1.0,0.0,0.0,p,-,они
162,7.0,0.0,-,-,5.0,R,0.37324899856123955,0.5388884743945478,0.2300577483899097,0.12234651449552827,13.0,65.0,1.0,0.0,0.0,p,-,они
163,7.0,0.0,p,-,2.0,P,0.0,0.5329211903719803,0.2300577483899097,0.07903783121457082,14.0,68.0,1.0,1.0,0.0,p,-,они
164,7.0,0.0,-,-,7.0,V,0.0,0.5329211903719803,0.2300577483899097,0.07903783121457082,15.0,75.0,1.0,0.0,0.0,p,-,они
165,7.0,0.0,p,f,7.0,N,0.2818748649587685,0.4788341768513968,0.35098625489311297,0.08049705144122445,16.0,82.0,1.0,1.0,0.0,p,-,они
166,7.0,0.0,-,-,5.0,V,0.395723763380483,0.42788525441536684,0.13605289300772438,0.060814864072421815,17.0,87.0,1.0,0.0,0.0,p,-,они
167,7.0,0.0,-,-,1.0,C,0.0,0.428375651460992,0.230796536218794,0.0201148748040533,18.0,88.0,1.0,0.0,0.0,p,-,они
168,7.0,0.0,p,-,3.0,P,0.0,0.428375651460992,0.22805031915731458,0.04807262038049903,19.0,91.0,1.0,1.0,0.0,p,-,они
169,7.0,0.0,-,-,1.0,S,0.0,0.428375651460992,0.5029934315368019,0.04807262038049903,20.0,92.0,1.0,0.0,0.0,p,-,они
170,7.0,0.0,-,-,8.0,V,0.3136045290214528,0.3484157087916106,0.4335807515307972,0.04807262038049903,21.0,100.0,1.0,0.0,0.0,p,-,они
171,7.0,0.0,s,m,6.0,N,0.04189386102033062,0.3459158602352426,0.49190188579937055,0.12315925961053197,22.0,106.0,1.0,0.0,0.0,p,-,они
172,7.0,0.0,s,f,8.0,N,0.0802023927188398,0.35572156619435896,0.4509004329437941,0.09718378853071732,23.0,115.0,1.0,0.0,0.0,p,-,они
173,7.0,0.0,s,f,9.0,A,0.003589174384095317,0.39157795660216566,0.5091625656835237,0.18081107039285133,24.0,124.0,1.0,0.0,0.0,p,-,они
