,answ,c_count,c_gend,c_pow,dif_cand_disc,dif_disc_both,dif_minus5,dif_plus5,dist,is_punct,same_count,same_gend,t_count,t_gend,target
150,0.0,-,-,C,0.0,0.9736329652274168,1.0000000000000004,0.7954981415107467,1.0,0.0,0.0,0.0,p,-,они
151,1.0,p,m,N,0.44217034380435916,0.9071034752220122,0.5939545743567202,0.0,2.0,1.0,1.0,0.0,p,-,они
152,0.0,-,-,S,0.0,0.9005523194676269,0.4443310783966705,0.13999251292642761,3.0,1.0,0.0,0.0,p,-,они
153,0.0,-,-,V,0.40195632342536447,0.848828363079579,0.031052127329413974,0.13999251292642761,4.0,1.0,0.0,0.0,p,-,они
154,0.0,-,-,R,0.0,0.8851847241611355,0.04428913611532061,0.13755863581785582,5.0,1.0,0.0,0.0,p,-,они
155,0.0,-,-,C,0.0,0.8851847241611355,0.16625466706533848,0.13755863581785582,6.0,1.0,0.0,0.0,p,-,они
156,0.0,s,n,N,0.3050158052950058,0.8550625115352571,0.2196201368711419,0.13755863581785582,7.0,1.0,0.0,0.0,p,-,они
157,0.0,s,n,A,0.2638220650099225,0.808552746666785,0.2087521034391648,0.08726122896459185,8.0,1.0,0.0,0.0,p,-,они
158,0.0,-,-,S,0.0,0.808552746666785,0.2087521034391648,0.09608076867144312,9.0,1.0,0.0,0.0,p,-,они
159,0.0,-,-,V,0.28771389751072074,0.7379013646278942,0.22632338333047164,0.07582735986811392,10.0,1.0,0.0,0.0,p,-,они
160,0.0,-,-,V,0.43596538971571586,0.6774108604387977,0.08826555522667912,0.07658855597153852,11.0,1.0,0.0,0.0,p,-,они
161,0.0,-,-,R,0.5516647245202186,0.6010754714796002,0.16290371557264216,0.08655892474572252,12.0,1.0,0.0,0.0,p,-,они
162,0.0,-,-,R,0.37324899856123955,0.5388884743945478,0.2300577483899097,0.12234651449552827,13.0,1.0,0.0,0.0,p,-,они
163,0.0,p,-,P,0.0,0.5329211903719803,0.2300577483899097,0.07903783121457082,14.0,1.0,1.0,0.0,p,-,они
164,0.0,-,-,V,0.0,0.5329211903719803,0.2300577483899097,0.07903783121457082,15.0,1.0,0.0,0.0,p,-,они
165,0.0,p,f,N,0.2818748649587685,0.4788341768513968,0.35098625489311297,0.08049705144122445,16.0,1.0,1.0,0.0,p,-,они
166,0.0,-,-,V,0.395723763380483,0.42788525441536684,0.13605289300772438,0.060814864072421815,17.0,1.0,0.0,0.0,p,-,они
167,0.0,-,-,C,0.0,0.428375651460992,0.230796536218794,0.0201148748040533,18.0,1.0,0.0,0.0,p,-,они
168,0.0,p,-,P,0.0,0.428375651460992,0.22805031915731458,0.04807262038049903,19.0,1.0,1.0,0.0,p,-,они
169,0.0,-,-,S,0.0,0.428375651460992,0.5029934315368019,0.04807262038049903,20.0,1.0,0.0,0.0,p,-,они
170,0.0,-,-,V,0.3136045290214528,0.3484157087916106,0.4335807515307972,0.04807262038049903,21.0,1.0,0.0,0.0,p,-,они
171,0.0,s,m,N,0.04189386102033062,0.3459158602352426,0.49190188579937055,0.12315925961053197,22.0,1.0,0.0,0.0,p,-,они
172,0.0,s,f,N,0.0802023927188398,0.35572156619435896,0.4509004329437941,0.09718378853071732,23.0,1.0,0.0,0.0,p,-,они
173,0.0,s,f,A,0.003589174384095317,0.39157795660216566,0.5091625656835237,0.18081107039285133,24.0,1.0,0.0,0.0,p,-,они
174,0.0,p,m,N,0.44217034380435916,0.30566122316121097,0.15273854915622875,0.2894683283755687,25.0,1.0,1.0,0.0,p,-,они
175,0.0,-,-,Q,0.0,1.0,0.7139896113508151,0.6933220767869038,1.0,0.0,0.0,0.0,p,-,они
176,0.0,-,-,V,0.46894066385338384,0.9252136422302496,0.4716920114330958,0.6933220767869038,2.0,0.0,0.0,0.0,p,-,они
177,0.0,-,-,Q,0.0,0.8986873901324326,0.4716920114330958,0.035845793176427075,3.0,0.0,0.0,0.0,p,-,они
178,0.0,-,-,R,0.42927463665235843,0.8343599239183597,0.1582029435484487,0.035845793176427075,4.0,0.0,0.0,0.0,p,-,они
179,0.0,s,m,N,0.5043610539895461,0.704868743030121,0.0944138518485311,0.23431483117721486,5.0,0.0,0.0,0.0,p,-,они
180,0.0,s,m,A,0.2704692791521833,0.637558583119503,0.1687942465499231,0.21191775286849535,6.0,0.0,0.0,0.0,p,-,они
181,0.0,-,-,Q,0.0,0.6430654916413708,0.1687942465499231,0.12114514000966889,7.0,0.0,0.0,0.0,p,-,они
182,0.0,-,-,C,0.0,0.6184823196199422,0.1687942465499231,0.1330413211199205,8.0,0.0,0.0,0.0,p,-,они
183,0.0,p,m,A,0.5490002195559024,0.5227979936699896,0.034910791023555515,0.1330413211199205,9.0,1.0,1.0,0.0,p,-,они
184,0.0,-,-,C,0.0,0.5227979936699896,0.034910791023555515,0.021723270153390657,10.0,1.0,0.0,0.0,p,-,они
185,0.0,p,m,A,0.46065100260615216,0.444535806292201,0.0,-0.012163410892181849,11.0,1.0,1.0,0.0,p,-,они
186,0.0,-,-,P,0.0,0.4573622873615316,0.13259019062148303,0.16796257621385974,12.0,1.0,0.0,0.0,p,-,они
187,0.0,-,-,V,0.0,0.4573622873615316,0.13259019062148303,0.16796257621385974,13.0,1.0,0.0,0.0,p,-,они
188,1.0,p,-,P,0.0,0.4573622873615316,0.11595942097182307,0.16796257621385974,14.0,1.0,1.0,0.0,p,-,они
189,0.0,s,n,P,0.0,0.4573622873615316,0.11595942097182307,0.13927087229072915,15.0,1.0,0.0,0.0,p,-,они
190,0.0,-,-,C,0.0,0.44267202575893794,0.11595942097182307,0.13927087229072915,16.0,1.0,0.0,0.0,p,-,они
191,0.0,p,m,N,0.36237102034175495,0.37637261066370176,0.15481370464361513,0.0,17.0,1.0,1.0,0.0,p,-,они
192,0.0,-,-,S,0.0,0.4102817284999918,0.13914117126628572,0.25445416115947517,18.0,1.0,0.0,0.0,p,-,они
193,0.0,-,-,V,0.3614247750199057,0.38075611960209643,0.1428903196355314,0.25445416115947517,19.0,1.0,0.0,0.0,p,-,они
194,0.0,-,-,R,0.0,0.4355115023574664,0.06651972363736086,0.20667013063626574,20.0,1.0,0.0,0.0,p,-,они
195,0.0,-,-,C,0.0,0.4355115023574664,0.13039566576900463,0.20667013063626574,21.0,1.0,0.0,0.0,p,-,они
196,0.0,s,n,N,0.18624721594811883,0.4117800058521397,0.19420981996799414,0.20667013063626574,22.0,1.0,0.0,0.0,p,-,они
197,0.0,s,n,A,0.040163926589321386,0.43216483880253537,0.23261134060999217,0.5373881477779402,23.0,1.0,0.0,0.0,p,-,они
198,0.0,-,-,S,0.0,0.43216483880253537,0.23261134060999217,0.4443133646838783,24.0,1.0,0.0,0.0,p,-,они
199,0.0,-,-,V,-0.03389591220540753,0.48787339173126354,0.3145114384649573,0.49949481437721194,25.0,1.0,0.0,0.0,p,-,они
200,0.0,p,m,A,0.6347857101021754,0.9580298076907952,0.8445403490860832,1.0000000000000002,1.0,1.0,1.0,0.0,p,-,они
201,1.0,p,m,N,0.21707016723558614,0.8810660181329919,0.5972899287289972,0.8189875567313655,2.0,1.0,1.0,0.0,p,-,они
202,0.0,s,-,P,0.0,0.8810660181329919,0.4515501706642745,0.8189875567710412,3.0,1.0,0.0,0.0,p,-,они
203,0.0,-,-,V,0.39335874479099453,0.7864557269127879,0.16492068948862065,0.5498705664317112,4.0,1.0,0.0,0.0,p,-,они
204,0.0,-,-,C,0.0,0.7864557269127879,0.16492068948862065,0.421081167873567,5.0,1.0,0.0,0.0,p,-,они
