,answ,c_count,c_gend,c_pow,dif_cand_disc,dist,is_punct,same_count,same_gend,t_count,t_gend,target
92,0.0,-,-,S,0.0,18.0,1.0,0.0,0.0,s,f,она
93,0.0,-,-,V,0.0,19.0,1.0,0.0,0.0,s,f,она
94,0.0,s,f,N,0.5439824770346375,20.0,1.0,1.0,1.0,s,f,она
95,0.0,-,-,Q,0.0,21.0,1.0,0.0,0.0,s,f,она
96,0.0,-,-,C,0.0,22.0,1.0,0.0,0.0,s,f,она
97,0.0,s,m,N,0.4876723079010649,23.0,1.0,1.0,0.0,s,f,она
98,0.0,s,n,N,0.3937990977213652,24.0,1.0,1.0,0.0,s,f,она
99,0.0,s,n,A,0.24199770019712769,25.0,1.0,1.0,0.0,s,f,она
100,0.0,-,-,V,0.351015383788983,1.0,0.0,0.0,0.0,p,-,они
101,0.0,s,m,N,0.13450146821001963,2.0,0.0,0.0,0.0,p,-,они
102,0.0,s,f,N,0.36431343732586396,3.0,1.0,0.0,0.0,p,-,они
103,0.0,s,f,A,0.3016290439965049,4.0,1.0,0.0,0.0,p,-,они
104,1.0,p,m,N,0.483786474426005,5.0,1.0,1.0,0.0,p,-,они
105,0.0,-,-,V,0.0,6.0,1.0,0.0,0.0,p,-,они
106,0.0,-,-,V,0.0,7.0,1.0,0.0,0.0,p,-,они
107,0.0,s,f,N,0.4870423464396173,8.0,1.0,0.0,0.0,p,-,они
108,0.0,-,-,S,0.0,9.0,1.0,0.0,0.0,p,-,они
109,0.0,p,n,N,0.34212121105754195,10.0,1.0,1.0,0.0,p,-,они
110,0.0,s,-,P,0.0,11.0,1.0,0.0,0.0,p,-,они
111,0.0,-,-,S,0.0,12.0,1.0,0.0,0.0,p,-,они
112,0.0,p,m,A,0.2574965170819139,13.0,1.0,1.0,0.0,p,-,они
113,0.0,-,-,R,0.243119055082604,14.0,1.0,0.0,0.0,p,-,они
114,0.0,s,n,P,0.0,15.0,1.0,0.0,0.0,p,-,они
115,0.0,p,-,P,0.0,16.0,1.0,1.0,0.0,p,-,они
116,0.0,-,-,P,0.0,17.0,1.0,0.0,0.0,p,-,они
117,0.0,-,-,V,0.0884442835276503,18.0,1.0,0.0,0.0,p,-,они
118,0.0,-,-,V,0.0,19.0,1.0,0.0,0.0,p,-,они
119,0.0,-,-,C,0.0,20.0,1.0,0.0,0.0,p,-,они
120,0.0,s,f,N,0.4870423464396173,21.0,1.0,0.0,0.0,p,-,они
121,0.0,s,f,A,0.3259999024973369,22.0,1.0,0.0,0.0,p,-,они
122,0.0,s,f,A,0.4884965208153522,23.0,1.0,0.0,0.0,p,-,они
123,0.0,-,-,S,0.0,24.0,1.0,0.0,0.0,p,-,они
124,0.0,-,-,V,0.0,25.0,1.0,0.0,0.0,p,-,они
125,0.0,p,f,N,0.13764872933644035,1.0,0.0,1.0,0.0,p,-,они
126,0.0,-,-,V,0.3965203690738352,2.0,0.0,0.0,0.0,p,-,они
127,0.0,-,-,C,0.0,3.0,0.0,0.0,0.0,p,-,они
128,1.0,p,-,P,0.0,4.0,0.0,1.0,0.0,p,-,они
129,0.0,-,-,S,0.0,5.0,0.0,0.0,0.0,p,-,они
130,0.0,-,-,V,0.24317915589399258,6.0,0.0,0.0,0.0,p,-,они
131,0.0,s,m,N,0.20307264332920105,7.0,0.0,0.0,0.0,p,-,они
132,0.0,s,f,N,0.3798216127449527,8.0,1.0,0.0,0.0,p,-,они
133,0.0,s,f,A,0.41546684675507883,9.0,1.0,0.0,0.0,p,-,они
134,0.0,p,m,N,0.41818658536236264,10.0,1.0,1.0,0.0,p,-,они
135,0.0,-,-,V,0.0,11.0,1.0,0.0,0.0,p,-,они
136,0.0,-,-,V,0.0,12.0,1.0,0.0,0.0,p,-,они
137,0.0,s,f,N,0.4769349870109906,13.0,1.0,0.0,0.0,p,-,они
138,0.0,-,-,S,0.0,14.0,1.0,0.0,0.0,p,-,они
139,0.0,p,n,N,0.4331671212030548,15.0,1.0,1.0,0.0,p,-,они
140,0.0,s,-,P,0.0,16.0,1.0,0.0,0.0,p,-,они
141,0.0,-,-,S,0.0,17.0,1.0,0.0,0.0,p,-,они
142,0.0,p,m,A,0.2787010352257454,18.0,1.0,1.0,0.0,p,-,они
143,0.0,-,-,R,0.3406675584774279,19.0,1.0,0.0,0.0,p,-,они
144,0.0,s,n,P,0.0,20.0,1.0,0.0,0.0,p,-,они
145,0.0,p,-,P,0.0,21.0,1.0,1.0,0.0,p,-,они
146,0.0,-,-,P,0.0,22.0,1.0,0.0,0.0,p,-,они
147,0.0,-,-,V,0.19809041405084316,23.0,1.0,0.0,0.0,p,-,они
148,0.0,-,-,V,0.0,24.0,1.0,0.0,0.0,p,-,они
149,0.0,-,-,C,0.0,25.0,1.0,0.0,0.0,p,-,они
150,0.0,-,-,C,0.0,1.0,0.0,0.0,0.0,p,-,они
151,1.0,p,m,N,0.5800437649979805,2.0,1.0,1.0,0.0,p,-,они
152,0.0,-,-,S,0.0,3.0,1.0,0.0,0.0,p,-,они
153,0.0,-,-,V,0.3369622177420797,4.0,1.0,0.0,0.0,p,-,они
154,0.0,-,-,R,0.0,5.0,1.0,0.0,0.0,p,-,они
155,0.0,-,-,C,0.0,6.0,1.0,0.0,0.0,p,-,они
156,0.0,s,n,N,0.34350379113524565,7.0,1.0,0.0,0.0,p,-,они
157,0.0,s,n,A,0.210000122993846,8.0,1.0,0.0,0.0,p,-,они
158,0.0,-,-,S,0.0,9.0,1.0,0.0,0.0,p,-,они
159,0.0,-,-,V,0.18432247032197263,10.0,1.0,0.0,0.0,p,-,они
160,0.0,-,-,V,0.35472884416646666,11.0,1.0,0.0,0.0,p,-,они
161,0.0,-,-,R,0.49779346773751626,12.0,1.0,0.0,0.0,p,-,они
162,0.0,-,-,R,0.2905469002073855,13.0,1.0,0.0,0.0,p,-,они
163,0.0,p,-,P,0.0,14.0,1.0,1.0,0.0,p,-,они
164,0.0,-,-,V,0.0,15.0,1.0,0.0,0.0,p,-,они
165,0.0,p,f,N,0.1857682550531708,16.0,1.0,1.0,0.0,p,-,они
166,0.0,-,-,V,0.33669436085975235,17.0,1.0,0.0,0.0,p,-,они
167,0.0,-,-,C,0.0,18.0,1.0,0.0,0.0,p,-,они
168,0.0,p,-,P,0.0,19.0,1.0,1.0,0.0,p,-,они
169,0.0,-,-,S,0.0,20.0,1.0,0.0,0.0,p,-,они
170,0.0,-,-,V,0.3752156945712871,21.0,1.0,0.0,0.0,p,-,они
171,0.0,s,m,N,0.17774342611190008,22.0,1.0,0.0,0.0,p,-,они
172,0.0,s,f,N,0.3167982137870725,23.0,1.0,0.0,0.0,p,-,они
173,0.0,s,f,A,0.21785181420007027,24.0,1.0,0.0,0.0,p,-,они
174,0.0,p,m,N,0.5800437649979805,25.0,1.0,1.0,0.0,p,-,они
175,0.0,-,-,Q,0.0,1.0,0.0,0.0,0.0,p,-,они
176,0.0,-,-,V,0.43640889207300226,2.0,0.0,0.0,0.0,p,-,они
177,0.0,-,-,Q,0.0,3.0,0.0,0.0,0.0,p,-,они
178,0.0,-,-,R,0.43518289479896843,4.0,0.0,0.0,0.0,p,-,они
179,0.0,s,m,N,0.36922594204285,5.0,0.0,0.0,0.0,p,-,они
180,0.0,s,m,A,0.14533765654888253,6.0,0.0,0.0,0.0,p,-,они
181,0.0,-,-,Q,0.0,7.0,0.0,0.0,0.0,p,-,они
182,0.0,-,-,C,0.0,8.0,0.0,0.0,0.0,p,-,они
183,0.0,p,m,A,0.4647950689405488,9.0,1.0,1.0,0.0,p,-,они
184,0.0,-,-,C,0.0,10.0,1.0,0.0,0.0,p,-,они
185,0.0,p,m,A,0.3473407167271645,11.0,1.0,1.0,0.0,p,-,они
186,0.0,-,-,P,0.0,12.0,1.0,0.0,0.0,p,-,они
187,0.0,-,-,V,0.0,13.0,1.0,0.0,0.0,p,-,они
188,1.0,p,-,P,0.0,14.0,1.0,1.0,0.0,p,-,они
189,0.0,s,n,P,0.0,15.0,1.0,0.0,0.0,p,-,они
190,0.0,-,-,C,0.0,16.0,1.0,0.0,0.0,p,-,они
191,0.0,p,m,N,0.3793119891728991,17.0,1.0,1.0,0.0,p,-,они
192,0.0,-,-,S,0.0,18.0,1.0,0.0,0.0,p,-,они
193,0.0,-,-,V,0.28892246055547094,19.0,1.0,0.0,0.0,p,-,они
194,0.0,-,-,R,0.0,20.0,1.0,0.0,0.0,p,-,они
195,0.0,-,-,C,0.0,21.0,1.0,0.0,0.0,p,-,они
196,0.0,s,n,N,0.33254176153515125,22.0,1.0,0.0,0.0,p,-,они
197,0.0,s,n,A,0.2204018078915578,23.0,1.0,0.0,0.0,p,-,они
198,0.0,-,-,S,0.0,24.0,1.0,0.0,0.0,p,-,они
199,0.0,-,-,V,0.20893592901663036,25.0,1.0,0.0,0.0,p,-,они
200,0.0,p,m,A,0.5915412004504406,1.0,1.0,1.0,0.0,p,-,они
201,1.0,p,m,N,0.18086204720829835,2.0,1.0,1.0,0.0,p,-,они
202,0.0,s,-,P,0.0,3.0,1.0,0.0,0.0,p,-,они
203,0.0,-,-,V,0.3963468960267137,4.0,1.0,0.0,0.0,p,-,они
204,0.0,-,-,C,0.0,5.0,1.0,0.0,0.0,p,-,они
205,0.0,-,-,-,0.0,6.0,1.0,0.0,0.0,p,-,они
206,0.0,s,n,N,0.5957343892806125,7.0,1.0,0.0,0.0,p,-,они
207,0.0,s,n,N,0.5957343892806125,8.0,1.0,0.0,0.0,p,-,они
208,0.0,s,n,P,0.0,9.0,1.0,0.0,0.0,p,-,они
209,0.0,-,-,Q,0.0,10.0,1.0,0.0,0.0,p,-,они
210,0.0,-,-,V,0.4356889548892048,11.0,1.0,0.0,0.0,p,-,они
211,0.0,-,-,R,0.0,12.0,1.0,0.0,0.0,p,-,они
212,0.0,-,-,M,0.0,13.0,1.0,0.0,0.0,p,-,они
213,0.0,-,-,S,0.0,14.0,1.0,0.0,0.0,p,-,они
214,0.0,-,-,P,0.0,15.0,1.0,0.0,0.0,p,-,они
215,0.0,-,-,V,0.0,16.0,1.0,0.0,0.0,p,-,они
216,0.0,-,-,Q,0.0,17.0,1.0,0.0,0.0,p,-,они
217,0.0,-,-,C,0.0,18.0,1.0,0.0,0.0,p,-,они
218,0.0,s,m,N,0.0,19.0,1.0,0.0,0.0,p,-,они
219,0.0,-,-,M,0.0,20.0,1.0,0.0,0.0,p,-,они
220,0.0,-,-,P,0.0,21.0,1.0,0.0,0.0,p,-,они
221,0.0,s,f,N,0.20044491360671557,22.0,1.0,0.0,0.0,p,-,они
222,0.0,-,-,S,0.0,23.0,1.0,0.0,0.0,p,-,они
223,0.0,-,-,V,0.5299985701018437,24.0,1.0,0.0,0.0,p,-,они
224,0.0,s,f,P,0.0,25.0,1.0,0.0,0.0,p,-,они
225,1.0,p,m,N,0.35938903805712763,1.0,1.0,1.0,0.0,p,-,они
226,0.0,s,-,P,0.0,2.0,1.0,0.0,0.0,p,-,они
227,0.0,-,-,P,0.0,3.0,1.0,0.0,0.0,p,-,они
228,0.0,-,-,C,0.0,4.0,1.0,0.0,0.0,p,-,они
229,0.0,s,f,N,0.2896226972802055,5.0,1.0,0.0,0.0,p,-,они
230,0.0,s,f,N,0.2743663728968785,6.0,1.0,0.0,0.0,p,-,они
231,0.0,s,f,N,0.2743663728968785,7.0,1.0,0.0,0.0,p,-,они
232,0.0,s,m,N,0.34222374887329765,8.0,1.0,0.0,0.0,p,-,они
233,0.0,-,-,V,0.515860482196032,9.0,1.0,0.0,0.0,p,-,они
234,0.0,-,-,R,0.3918093604480696,10.0,1.0,0.0,0.0,p,-,они
235,0.0,-,-,V,0.5464745473329449,11.0,1.0,0.0,0.0,p,-,они
236,0.0,s,-,P,0.0,12.0,1.0,0.0,0.0,p,-,они
237,0.0,-,-,R,0.0,13.0,1.0,0.0,0.0,p,-,они
238,0.0,-,-,Q,0.0,14.0,1.0,0.0,0.0,p,-,они
239,0.0,p,m,N,0.35938903805712763,15.0,1.0,1.0,0.0,p,-,они
240,0.0,p,m,A,0.34546385896315196,16.0,1.0,1.0,0.0,p,-,они
241,0.0,p,-,P,0.0,17.0,1.0,1.0,0.0,p,-,они
242,0.0,-,-,V,0.0,18.0,1.0,0.0,0.0,p,-,они
243,0.0,p,m,A,0.4534527194240897,19.0,1.0,1.0,0.0,p,-,они
244,0.0,p,m,N,0.35938903805712763,20.0,1.0,1.0,0.0,p,-,они
245,0.0,s,-,P,0.0,21.0,1.0,0.0,0.0,p,-,они
246,0.0,-,-,V,0.5464745473329449,22.0,1.0,0.0,0.0,p,-,они
247,0.0,-,-,C,0.0,23.0,1.0,0.0,0.0,p,-,они
248,0.0,-,-,-,0.0,24.0,1.0,0.0,0.0,p,-,они
249,0.0,s,n,N,0.295137524047121,25.0,1.0,0.0,0.0,p,-,они
250,1.0,p,m,N,0.0,1.0,1.0,1.0,0.0,p,-,они
251,0.0,p,m,A,0.19008764891884167,2.0,1.0,1.0,0.0,p,-,они
252,0.0,-,-,V,0.45967848749892937,3.0,1.0,0.0,0.0,p,-,они
253,0.0,p,-,P,0.0,4.0,1.0,1.0,0.0,p,-,они
254,0.0,s,f,N,0.49760664283408,5.0,1.0,0.0,0.0,p,-,они
255,0.0,-,-,S,0.0,6.0,1.0,0.0,0.0,p,-,они
256,0.0,-,-,V,0.40399674214496484,7.0,1.0,0.0,0.0,p,-,они
257,0.0,-,-,V,0.5155353901440004,8.0,1.0,0.0,0.0,p,-,они
258,0.0,-,-,C,0.0,9.0,1.0,0.0,0.0,p,-,они
259,0.0,s,f,N,0.5058957701966886,10.0,1.0,0.0,0.0,p,-,они
260,0.0,s,f,A,0.5398337571679643,11.0,1.0,0.0,0.0,p,-,они
261,0.0,-,-,S,0.0,12.0,1.0,0.0,0.0,p,-,они
262,0.0,-,-,V,0.6244056102631153,13.0,1.0,0.0,0.0,p,-,они
263,0.0,s,f,P,0.0,14.0,1.0,0.0,0.0,p,-,они
264,0.0,s,f,N,0.4458366170548434,15.0,1.0,0.0,0.0,p,-,они
265,0.0,s,f,P,0.0,16.0,1.0,0.0,0.0,p,-,они
266,0.0,s,f,A,0.4264588520268991,17.0,1.0,0.0,0.0,p,-,они
267,0.0,-,-,R,0.0,18.0,1.0,0.0,0.0,p,-,они
268,0.0,-,-,V,0.0,19.0,1.0,0.0,0.0,p,-,они
269,0.0,-,-,R,0.509717807932046,20.0,1.0,0.0,0.0,p,-,они
270,0.0,-,-,C,0.0,21.0,1.0,0.0,0.0,p,-,они
271,0.0,s,m,N,0.518462566670997,22.0,1.0,0.0,0.0,p,-,они
272,0.0,-,-,S,0.0,23.0,1.0,0.0,0.0,p,-,они
273,0.0,-,-,C,0.0,24.0,1.0,0.0,0.0,p,-,они
274,0.0,p,m,N,0.49470650881321176,25.0,1.0,1.0,0.0,p,-,они
275,0.0,p,f,N,0.5272352440548538,1.0,0.0,0.0,0.0,s,m,харчевен
276,0.0,-,-,S,0.0,2.0,0.0,0.0,0.0,s,m,харчевен
277,0.0,s,m,N,0.161234865151427,3.0,1.0,1.0,1.0,s,m,харчевен
278,0.0,s,m,N,0.33494073886034514,4.0,1.0,1.0,1.0,s,m,харчевен
279,0.0,s,m,N,0.33494073886034514,5.0,1.0,1.0,1.0,s,m,харчевен
280,0.0,p,m,N,0.23951187944657867,6.0,1.0,0.0,1.0,s,m,харчевен
281,0.0,-,-,S,0.0,7.0,1.0,0.0,0.0,s,m,харчевен
282,0.0,-,-,V,0.3080681247518896,8.0,1.0,0.0,0.0,s,m,харчевен
283,0.0,p,-,P,0.0,9.0,1.0,0.0,0.0,s,m,харчевен
284,0.0,p,-,P,0.0,10.0,1.0,0.0,0.0,s,m,харчевен
285,0.0,-,-,S,0.0,11.0,1.0,0.0,0.0,s,m,харчевен
286,1.0,p,m,N,0.0,12.0,1.0,0.0,1.0,s,m,харчевен
287,0.0,p,m,A,0.30281458518482474,13.0,1.0,0.0,1.0,s,m,харчевен
288,0.0,-,-,V,0.40933053270903885,14.0,1.0,0.0,0.0,s,m,харчевен
289,0.0,p,-,P,0.0,15.0,1.0,0.0,0.0,s,m,харчевен
290,0.0,s,f,N,0.4963320245922175,16.0,1.0,1.0,0.0,s,m,харчевен
291,0.0,-,-,S,0.0,17.0,1.0,0.0,0.0,s,m,харчевен
292,0.0,-,-,V,0.45491912575778215,18.0,1.0,0.0,0.0,s,m,харчевен
293,0.0,-,-,V,0.4320868346810126,19.0,1.0,0.0,0.0,s,m,харчевен
294,0.0,-,-,C,0.0,20.0,1.0,0.0,0.0,s,m,харчевен
295,0.0,s,f,N,0.44358797755807744,21.0,1.0,1.0,0.0,s,m,харчевен
296,0.0,s,f,A,0.46183694463327696,22.0,1.0,1.0,0.0,s,m,харчевен
297,0.0,-,-,S,0.0,23.0,1.0,0.0,0.0,s,m,харчевен
298,0.0,-,-,V,0.5134763605956787,24.0,1.0,0.0,0.0,s,m,харчевен
299,0.0,s,f,P,0.0,25.0,1.0,1.0,0.0,s,m,харчевен
300,1.0,s,f,N,0.6308057547345511,1.0,1.0,1.0,1.0,s,f,она
301,0.0,s,f,N,0.5541742354559398,2.0,1.0,1.0,1.0,s,f,она
302,0.0,s,f,A,0.0,3.0,1.0,1.0,1.0,s,f,она
303,0.0,-,-,S,0.0,4.0,1.0,0.0,0.0,s,f,она
304,0.0,-,-,Q,0.0,5.0,1.0,0.0,0.0,s,f,она
305,0.0,p,f,N,0.0,6.0,1.0,0.0,1.0,s,f,она
306,0.0,-,-,S,0.0,7.0,1.0,0.0,0.0,s,f,она
307,0.0,s,m,N,0.4905604313725162,8.0,1.0,1.0,0.0,s,f,она
308,0.0,p,f,N,0.390812282208979,9.0,1.0,0.0,1.0,s,f,она
309,0.0,-,-,S,0.0,10.0,1.0,0.0,0.0,s,f,она
310,0.0,-,-,V,0.0,11.0,1.0,0.0,0.0,s,f,она
311,0.0,-,-,R,0.0,12.0,1.0,0.0,0.0,s,f,она
312,0.0,s,m,N,0.11794487101090993,13.0,1.0,1.0,0.0,s,f,она
313,0.0,s,m,N,0.18056669567729755,14.0,1.0,1.0,0.0,s,f,она
314,0.0,-,-,S,0.0,15.0,1.0,0.0,0.0,s,f,она
315,0.0,-,-,C,0.0,16.0,1.0,0.0,0.0,s,f,она
316,0.0,p,m,N,0.0,17.0,1.0,0.0,0.0,s,f,она
317,0.0,s,f,A,0.33707382883867626,18.0,1.0,1.0,1.0,s,f,она
318,0.0,s,f,P,0.0,19.0,1.0,1.0,1.0,s,f,она
319,0.0,s,f,N,0.5616140166803517,20.0,1.0,1.0,1.0,s,f,она
320,0.0,p,f,N,0.40079541669037333,21.0,1.0,0.0,1.0,s,f,она
321,0.0,-,-,V,0.0,22.0,1.0,0.0,0.0,s,f,она
322,0.0,p,m,N,0.6247644391126299,23.0,1.0,0.0,0.0,s,f,она
323,0.0,p,m,A,0.14194470912779728,24.0,1.0,0.0,0.0,s,f,она
324,0.0,s,f,N,0.5034521537385879,25.0,1.0,1.0,1.0,s,f,она
325,1.0,p,f,N,0.5616985142151087,1.0,1.0,1.0,0.0,p,-,они
326,0.0,p,m,A,0.48042504125115437,2.0,1.0,1.0,0.0,p,-,они
327,0.0,-,-,P,0.0,3.0,1.0,0.0,0.0,p,-,они
328,0.0,s,n,N,0.3322596833857897,4.0,1.0,0.0,0.0,p,-,они
329,0.0,s,n,P,0.0,5.0,1.0,0.0,0.0,p,-,они
330,0.0,-,-,S,0.0,6.0,1.0,0.0,0.0,p,-,они
331,0.0,-,-,Q,0.0,7.0,1.0,0.0,0.0,p,-,они
332,0.0,-,-,C,0.0,8.0,1.0,0.0,0.0,p,-,они
333,0.0,-,-,V,0.0,9.0,1.0,0.0,0.0,p,-,они
334,0.0,s,n,N,0.608284540472532,10.0,1.0,0.0,0.0,p,-,они
335,0.0,-,-,S,0.0,11.0,1.0,0.0,0.0,p,-,они
336,0.0,-,-,C,0.0,12.0,1.0,0.0,0.0,p,-,они
337,0.0,s,n,N,0.3322596833857897,13.0,1.0,0.0,0.0,p,-,они
338,0.0,-,-,S,0.0,14.0,1.0,0.0,0.0,p,-,они
339,0.0,s,n,N,0.608284540472532,15.0,1.0,0.0,0.0,p,-,они
340,0.0,-,-,P,0.0,16.0,1.0,0.0,0.0,p,-,они
341,0.0,-,-,V,0.0,17.0,1.0,0.0,0.0,p,-,они
